dataset,category,case,vertices,triangulations,median_time,mad_time,min_time,max_time,n_runs,median_time_per_tri,mad_time_per_tri,median_tri_per_sec,mad_tri_per_sec,median_avg_time_per_tri,median_mem,median_mem_per_vertex,time_limit_frac,any_time_limit,median_unsuccessful_check_pct,median_check_success_rate,median_total_checks,median_successful_checks,median_failed_checks,median_invalid_traversal_pct,median_traversal_success_rate
results-with-vgs,1_triangulation_subdivide_1,case_018.txt,17,246419208.0,99.847029161,0.9104824867823904,99.232917137,101.763596949,5,4.0519174609553973e-07,3.694851932087943e-09,2467967.350362095,22644.10958868794,4.0519174609553973e-07,278528.0,16384.0,0.0,False,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_024.txt,18,303044608.0,121.962408876,2.968065189734398,118.626681171,124.633585967,5,4.0245695074700023e-07,9.794152779429728e-09,2484737.8039909615,61477.44663194048,4.0245695074700023e-07,217088.0,12060.444444,0.0,False,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_023.txt,18,303046688.0,116.194565605,2.0860117595856096,114.645897713,118.672101299,5,3.834213347515614e-07,6.883466614839247e-09,2608096.914189587,46262.31807470627,3.834213347515614e-07,278528.0,15473.777778,0.0,False,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_032.txt,23,828029194.0,360.028842084,0.001536155959808559,360.008765267,360.029878207,5,4.348033629922957e-07,1.8024538105546387e-10,2299890.2150113294,953.1405377810636,4.3480211168013483e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_015.txt,18,833593349.0,360.025339294,0.0068035639266127755,360.007322656,360.037667619,5,4.319104369665502e-07,2.2850560604578372e-09,2315294.8259906163,12293.116292326227,4.318956475911134e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_020.txt,19,835815891.0,360.016924169,0.023467964204990935,360.000577194,360.047047837,5,4.3071755523011466e-07,7.001770279376739e-10,2321707.0859016674,3778.3236592276994,4.307371133351663e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_033.txt,23,838011285.0,360.020097667,0.0048908764926162,360.01569291,360.024910575,5,4.296111953957756e-07,2.6385384613559397e-09,2327686.081548128,14355.39198222626,4.296124695588079e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_039.txt,26,846133377.0,360.013906883,0.0015832136838043651,360.0073951,360.03082367,5,4.254825356522959e-07,1.243724971792025e-09,2350272.728507944,6883.637259023878,4.2548127360185675e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_016.txt,19,853444409.0,360.024859432,0.009152392250388788,360.009766853,360.042921763,5,4.21831537070858e-07,1.5858283503219943e-09,2370614.5987658175,8934.715202525571,4.2184922138496315e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_048.txt,28,867302600.0,360.030750214,0.0030873321401483507,360.02198779,360.032832591,5,4.1511640163421623e-07,5.1492261988175855e-09,2408962.87417995,29633.553953464067,4.1511549742154585e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_019.txt,19,869705557.0,360.013232621,0.01759412836016544,360.001092196,360.039968116,5,4.1395965826512477e-07,2.438909958611717e-09,2415694.3316431562,14289.235567928516,4.1394841015256384e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_042.txt,25,869750856.0,360.021185402,0.013907575260565306,360.001316125,360.030565933,5,4.1392200519202476e-07,6.09367149736804e-10,2415914.0791175975,3553.1290375073586,4.1393599433491104e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_038.txt,26,874302528.0,360.031960172,0.0070734149178704,360.025155017,360.037149198,5,4.117878854160193e-07,1.3677031614331766e-09,2428434.7243234813,8083.859076725629,4.117933422834619e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_036.txt,24,878726635.0,360.030761393,0.0029658286224240327,360.021581875,360.036981915,5,4.0972580956875175e-07,9.843562035802597e-10,2440656.5967922034,5873.134691044106,4.097187305503719e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_060.txt,32,884105193.0,360.012231554,0.005876624615345474,360.008267825,360.049581322,5,4.072474454089085e-07,5.614550264744441e-09,2455509.5710813394,34170.83577854483,4.07205199567242e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_027.txt,20,885781928.0,360.018498833,0.008313448214396646,360.012891489,360.032241922,5,4.0644145861711467e-07,3.740335047995794e-09,2460378.9273919594,22502.31128370686,4.0644145861711467e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_057.txt,33,893437533.0,360.016349681,0.0062818592256329445,360.002310085,360.030688204,5,4.029724238191368e-07,7.0954551599842995e-09,2481559.3844427,44219.953969778704,4.029563751056337e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_041.txt,26,896573374.0,360.016889581,0.013079153236743059,360.008067813,360.048487457,5,4.0158284631035676e-07,1.2324263079910777e-08,2490146.203175138,74870.84102656716,4.0154760337663117e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_059.txt,32,901876150.0,360.047009721,0.005131195574374271,360.003860668,360.050470665,5,3.9917217088843076e-07,9.45121181747985e-09,2505184.661982615,60277.97008532073,3.992200145452344e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_012.txt,18,908056184.0,360.019785433,0.008248768306743863,360.014221715,360.044722403,5,3.964669015623377e-07,5.335283404078057e-09,2522278.646866482,34253.39058785498,3.964730286259468e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_040.txt,26,909842299.0,360.037710793,0.018556581871874207,360.007627324,360.050227036,5,3.957209418090596e-07,5.5725994615246e-09,2527033.306421556,35927.29541086834,3.957144124742435e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_043.txt,25,911497099.0,360.036000787,0.007173899615441212,360.012812876,360.047281944,5,3.949941268951861e-07,1.8548270188021063e-09,2531683.2122553447,11850.83008393805,3.949941268951861e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_030.txt,21,912787080.0,360.017769533,0.005752456865448278,360.005203344,360.023092041,5,3.9442176596211244e-07,4.62147039410667e-09,2535357.0373092913,29474.039742829995,3.9441593491112955e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_022.txt,19,913331187.0,360.037265243,0.007556754378673099,360.017164226,360.042362204,5,3.942023116779872e-07,8.114474053176561e-09,2536768.482516845,52953.42724908557,3.942023116779872e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_037.txt,24,915034752.0,360.023542264,0.010576795752621274,360.016408313,360.047451681,5,3.9347953822960376e-07,5.691501624986647e-09,2541428.213775321,37122.77442190965,3.934534087116289e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_055.txt,33,919499652.0,360.019726972,0.02506445160662432,360.000921159,360.038731533,5,3.915249459561514e-07,1.1844517015898484e-08,2554115.6708619897,78877.26875637718,3.915387310793675e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_046.txt,29,920054838.0,360.017986583,0.01881434670773244,360.003428788,360.050843233,5,3.9130846568843325e-07,9.611207207957913e-09,2555528.6626387932,63825.54341822844,3.9130057439358845e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_026.txt,20,921714430.0,360.036443483,0.01099268432634734,360.015665422,360.043857947,5,3.90593500225444e-07,1.6158429820002085e-09,2560206.453570827,10620.932185924015,3.9061604306552957e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_051.txt,30,924144113.0,360.03505584,0.019233628953039227,360.003310389,360.048028745,5,3.8958756624141365e-07,9.460782994478493e-09,2566817.030757946,63370.81461156462,3.8958756624141365e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_047.txt,28,925287029.0,360.031554136,0.009759356829580736,360.021163485,360.039882578,5,3.8909680414530047e-07,2.661167084153403e-09,2570054.519457245,17658.950276968346,3.891025626124929e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_014.txt,18,925312796.0,360.041124256,0.006607057157387407,360.009352347,360.045580655,5,3.8910688602970534e-07,4.055705735302063e-09,2569987.9285191,26976.934965994693,3.891020699296587e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_044.txt,27,928427319.0,360.021523547,0.01901658817378985,360.003014209,360.04597734,5,3.877654313681392e-07,2.238889196662845e-09,2578878.6702098097,14832.228022436891,3.8777566771169085e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_062.txt,34,928936275.0,360.029148055,0.029707376592577668,360.001154385,360.049185406,3,3.8754128143504785e-07,3.9660741030352424e-10,2580370.267386858,2638.9138079495024,3.875714166238152e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_050.txt,28,933097850.0,360.035138618,0.006604149778857617,360.005714042,360.046729704,5,3.8586170754117585e-07,3.382520590447404e-09,2591602.070006619,22584.82866806328,3.8584928538630756e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_021.txt,19,937010130.0,360.026975085,0.01699414682703508,360.008938318,360.045314526,5,3.8424911641670303e-07,5.737919444349885e-09,2602478.33313308,39257.72263397898,3.8422954411922956e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_025.txt,20,939914070.0,360.020860703,0.0033812442467794426,360.014518231,360.023219185,5,3.8302918290285835e-07,3.0511895869703597e-09,2610767.1285548345,20909.574836725664,3.830359308303577e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_029.txt,22,941993133.0,360.019278241,0.004163194173564796,360.016470205,360.02886449,5,3.8218885640326634e-07,3.9481852157541326e-10,2616507.4759397237,2704.8562592829207,3.8218885640326634e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_054.txt,29,947365608.0,360.02463795,0.01672199187538698,360.004524277,360.038058103,5,3.8004130091135844e-07,5.461547579268511e-09,2631292.9610596243,37451.11549739644,3.8002713515223996e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_035.txt,24,948518690.0,360.02591027,0.009291709207170106,360.007328996,360.032177442,5,3.79546900647788e-07,6.132509387860455e-10,2634720.500399976,4261.6804018853345,3.795664904294084e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_056.txt,33,950821659.0,360.008481736,0.007821503743261519,360.003206204,360.050701367,5,3.786602142053224e-07,5.3605172626889e-09,2640890.0710592377,37032.256741829486,3.7862881890451345e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_061.txt,34,957870706.0,360.037832966,0.004998757881572214,360.014114787,360.045172825,5,3.758722561403814e-07,4.2150244169580045e-09,2660478.3504598923,30061.934482839442,3.758731013598823e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_049.txt,30,958265559.0,360.033717348,0.010353268598451483,360.010164203,360.041879535,5,3.7572121542980346e-07,4.318839400758605e-09,2661547.868293936,30358.580413364543,3.7571392811374115e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_045.txt,27,959427919.0,360.009532605,0.011262000099018621,360.00193649,360.031249135,5,3.75229557117985e-07,2.1096729612352182e-09,2665035.2591642076,15040.806646821651,3.752335381069935e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_053.txt,29,961314251.0,360.016816947,0.015593885983156473,360.006299015,360.039800779,5,3.744938750679147e-07,5.801637722535023e-09,2670270.6414588206,41804.502711895024,3.7450481626845245e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_058.txt,32,962112271.0,360.0197622,0.014588733591622929,360.003592241,360.035638928,5,3.7418043932317746e-07,4.181652544869727e-08,2672507.4186368836,287580.2972496263,3.7419724605092374e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_034.txt,23,962952120.0,360.01914024,0.0013106806691934594,360.014058706,360.029579869,5,3.738649629910987e-07,3.7492705680159544e-09,2674762.5452771,26643.393661627833,3.738702400281335e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_031.txt,21,973700521.0,360.015310371,0.01284894400441559,360.005281233,360.023976865,5,3.6972990254156394e-07,4.041966965390681e-09,2704677.098405864,29787.75820086503,3.6973926028226906e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_028.txt,20,980491724.0,360.020147182,0.00984899482564433,360.004661628,360.032414308,5,3.671957707498202e-07,2.168005412790561e-09,2723342.9131222903,16143.510623331838,3.6718325955191846e-07,,,1.0,True,,,,,,,
results-with-vgs,1_triangulation_subdivide_1,case_052.txt,30,1007501001.0,360.033725632,0.018821826424766652,360.002939163,360.048886978,5,3.573226615216038e-07,2.494348659080358e-09,2798591.043013206,19628.435999900943,3.573532187805737e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_001.txt,9,46782.0,0.019012462,0.0001754909142000017,0.018834137,0.022752365,5,4.0640549784105e-07,3.751248646915535e-09,2460596.6339341006,22854.354906469056,4.0640549784105e-07,217088.0,24120.888889,0.0,False,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_002.txt,14,661213332.0,208.694147432,1.5371434158779913,207.657358402,213.536086072,5,3.1562301806703435e-07,2.324731431576689e-09,3168336.7269101157,23452.99957840296,3.1562301806703435e-07,278528.0,19894.857143,0.0,False,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_036.txt,38,737946449.0,360.023986482,0.029256043500631698,360.004253551,360.046366182,5,4.878727812429652e-07,3.3981719405894126e-10,2049714.6765439054,1428.3553026786392,4.878727812429652e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_033.txt,35,772907979.0,360.033120064,0.0019503113741755783,360.01333926,360.043544168,5,4.6581798262299994e-07,9.919270274554679e-10,2146761.2614889736,4564.822573550991,4.6581628065195584e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_044.txt,40,791409088.0,360.022327316,0.004629073054171294,360.019205049,360.03396953,5,4.549119840723891e-07,7.244373201718661e-10,2198227.4264308503,3504.392894023726,4.549130566921162e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_027.txt,33,791433139.0,360.038064497,0.008527305851398603,360.029675408,360.045158157,5,4.549206065671357e-07,2.6121049877371014e-10,2198185.761568537,1261.6858896667852,4.5491911666969e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_026.txt,33,800469378.0,360.008967628,0.005024196332443841,360.003996313,360.016962067,5,4.497515661392359e-07,3.2615544530544785e-09,2223449.7337812847,16045.75515463551,4.4974733265561597e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_034.txt,38,818017406.0,360.016930379,0.004345522839002194,360.013999364,360.022477417,5,4.4010913183307005e-07,4.849742851140111e-10,2272163.7150198743,2505.6526195617876,4.4010913183307005e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_031.txt,36,821462016.0,360.038302701,0.002705137134018457,360.030922853,360.04486967,5,4.382806701229141e-07,1.4646851501918362e-09,2281642.947473713,7642.222552916572,4.382896539199203e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_029.txt,36,822609158.0,360.015896861,0.007308215762382735,360.010967537,360.044489667,5,4.376452219572785e-07,5.134337912168163e-10,2284955.8268400715,2682.7725637109047,4.376512142610987e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_046.txt,42,828433887.0,360.024999435,0.0037978548468231904,360.014098547,360.030110587,5,4.345881629212012e-07,1.150420660626612e-09,2301029.078376712,6080.316051377524,4.3458507079998285e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_030.txt,36,845226869.0,360.032211098,0.014754793687215271,360.005236777,360.04216307,5,4.2596666857499056e-07,3.6939879261240964e-10,2347601.5232491177,2034.6526761199768,4.259592593453155e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_040.txt,40,850485581.0,360.010826044,0.003971362042173302,360.008147397,360.02953368,5,4.233223251788439e-07,1.5977557726387275e-09,2362266.1516316747,8893.318590420095,4.233003287612468e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_043.txt,40,851740755.0,360.033129543,0.009524833231201795,360.003193093,360.039553955,5,4.22710257600624e-07,4.636696747860269e-10,2365686.618716498,2596.8361597926046,4.2270271491587835e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_037.txt,41,858116662.0,360.022603509,0.008474713581560978,360.016712878,360.035254947,5,4.1954971794849034e-07,6.008697627025335e-10,2383507.7398926383,3410.3123746715337,4.1954971794849034e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_041.txt,40,865033063.0,360.027705111,0.006092602370343763,360.023595707,360.04721043,5,4.1622364026333177e-07,3.144142914990719e-10,2402554.5482407752,1815.808836155843,4.1620109162347705e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_032.txt,35,871941315.0,360.030902223,0.007131848631622483,360.02320431,360.048623814,5,4.1289843492506145e-07,2.148331800828809e-10,2421903.1011379203,1260.5710304561912,4.1290726340109253e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_038.txt,38,875652477.0,360.036251587,0.00904211497980309,360.023618268,360.042860612,5,4.111703670884494e-07,2.997984087104407e-10,2432081.881486571,1772.4425892871561,4.1116340219865553e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_028.txt,33,886633924.0,360.029672318,0.0037488089561840297,360.007858274,360.034062433,5,4.0606634949262327e-07,4.880418491248436e-10,2462651.734746039,2962.206068135118,4.060634976538525e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_035.txt,38,898876909.0,360.025759364,0.028440994528799283,360.006576176,360.050644813,5,4.0055439579881346e-07,9.495101661775631e-10,2496539.8220277433,5927.499858934412,4.0052843249086065e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_039.txt,38,901637394.0,360.01927446,0.012973977592826565,360.010523632,360.040022889,5,3.993150012324153e-07,6.519366446992568e-10,2504288.586488553,4093.102773499078,3.9929496808336683e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_042.txt,40,906964313.0,360.041554667,0.005475352995001548,360.005264766,360.045247742,5,3.9697840651642046e-07,2.63521468537581e-10,2519028.701775587,1672.9259889728294,3.9697433460868707e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_045.txt,43,941773884.0,360.033023324,0.003569291300368525,360.020791353,360.035430778,5,3.8229242649502054e-07,3.8543853916112556e-10,2615798.615652213,2635.53331235225,3.8229242649502054e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_050.txt,45,949104094.0,360.013285267,0.0,360.013285267,360.013285267,1,3.793190731584812e-07,0.0,2636302.972253113,0.0,3.793190731584812e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_048.txt,45,959877294.0,360.036454807,0.0016839133583771626,360.027586918,360.039793545,5,3.750867096977085e-07,3.4740406165595215e-10,2666050.2069132878,2467.7451971174582,3.750859167703158e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_049.txt,45,962338042.0,360.032638764,0.02441899131840231,360.004380513,360.049109148,5,3.7413868942115457e-07,8.122415745549401e-10,2672805.6420658906,5794.080219186329,3.7412283735116026e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_016.txt,29,976321466.0,360.017514515,0.002580733650601678,360.015773834,360.026560168,5,3.6874716614496726e-07,1.305001542985092e-09,2711885.2477007657,9574.546277849257,3.687489490423639e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_012.txt,26,1026963137.0,360.01633024,0.0196059483605895,360.003106209,360.033589964,5,3.5058083098848364e-07,1.357819607123541e-09,2852409.235212433,11076.479634048568,3.50564024422232e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_011.txt,26,1032868885.0,360.02673838,0.013251337953057645,360.016624926,360.050351074,5,3.485782963488149e-07,4.84101643890759e-09,2868795.936162707,40218.25199336897,3.485696428738871e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_008.txt,24,1039644196.0,360.024523066,0.02666648986261133,360.003546041,360.042509367,5,3.4627625717827796e-07,4.707733698088822e-10,2887867.6469150954,3929.7496663230786,3.462959005121017e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_047.txt,48,1039874513.0,360.03168825,0.01263917982604156,360.006068909,360.04265211,5,3.462366349101971e-07,4.107213646531006e-10,2888198.1257106676,3423.370571947558,3.46226091464942e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_010.txt,23,1042125142.0,360.028240371,0.01172192485803813,360.011970634,360.041893756,5,3.4547505463696025e-07,2.228602270132036e-09,2894564.995585114,18753.95763153301,3.4547505463696025e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_025.txt,33,1058048731.0,360.024487104,0.0155113422281584,360.00881657,360.049023167,5,3.402820104710281e-07,4.007604090351612e-09,2938738.955420451,34337.64958270873,3.4027212221475645e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_014.txt,26,1066887122.0,360.016369174,0.005029097807954269,360.004594233,360.027509276,5,3.374456038977289e-07,3.746979133434467e-09,2963440.5914592217,33154.205139056896,3.374456038977289e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_023.txt,31,1070370614.0,360.042944955,0.0063435042509873705,360.004292621,360.047480741,5,3.363722249525434e-07,8.574881369807468e-11,2972897.064081565,757.9883747423985,3.363722249525434e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_022.txt,31,1075824659.0,360.027987588,0.0033179149878542146,360.007784962,360.047772391,5,3.346517134145742e-07,1.414061018831111e-09,2988181.323790735,12662.561530176725,3.3465303530284667e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_015.txt,29,1086164435.0,360.028883896,0.012665372920170205,360.003056444,360.043535055,5,3.3147598556106287e-07,1.0132951553938385e-09,3016809.794855516,9241.196512005858,3.314681205668459e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_013.txt,26,1087763219.0,360.020619471,0.007432797157772097,360.00269796,360.037419988,5,3.309687253894912e-07,2.474754012806587e-09,3021433.5170888975,22478.810078571034,3.309733342537297e-07,,,1.0,True,,,,,,,
results-with-vgs,2_triangulation_subdivide_2,case_019.txt,28,1099392470.0,360.027498222,0.014612686477161104,360.001069487,360.037354344,5,3.2745455268308324e-07,2.1153185120458355e-09,3053858.8998266854,19813.906863866614,3.27478592082771e-07,,,1.0,True,,,,,,,
